"Var1","Var2","Var3","Var4"
10.4761332783026,12.1385269600933,0.580649592109549,"A"
11.3785701369592,12.3365800893506,2.98312645427699,"B"
10.4562364031798,12.7443198125669,0.359679614371192,"A"
8.86441152962566,8.27681634344685,1.40234715400309,"B"
9.56435453030809,14.880643642584,0.181437186763769,"E"
10.3461036195536,8.85712978211796,1.27947425875202,"B"
9.35295436868173,9.68264749705074,0.208469374975722,"B"
7.84235366498472,14.2121508031425,0.793354639394816,"B"
10.8842508200282,13.8822517184367,0.172483198014969,"B"
9.17052238837548,6.73002438276629,0.52749292296672,"B"
9.42643972923172,7.38078699874761,0.460166494723469,"B"
11.5039006090045,5.92576282188816,1.74154848780369,"B"
9.22585507039459,10.5455415778595,0.558711449238694,"B"
10.8457315401893,10.4945226037554,0.463664011651358,"E"
8.73931712118122,11.0923440620652,3.39232554547129,"B"
9.64545759692602,11.6564731426557,5.30776270162127,"B"
