"","Treatment","Block","Days_in_Trt","Predicted_Production","Predicted_Production_bc"
"158",21.5,"2.2.front",17,0.9050807348122,-0.0913008375564874
"159",11.5,"2.2.front",17,0.893300938352043,-0.102122949260278
"160",19,"2.2.front",17,0.902147297840245,-0.0940063654824352
"161",24,"2.2.front",17,0.90800660453159,-0.0885953096305397
"162",14,"2.2.front",17,0.896257465046202,-0.0994174213343306
"163",16.5,"2.2.back",17,0.925178606397235,-0.0725762361345619
"164",21.5,"2.2.back",17,0.930921878932546,-0.0671651802826665
"165",11.5,"2.2.back",17,0.919406741571718,-0.0779872919864574
"166",19,"2.2.back",17,0.928053787929815,-0.0698707082086142
"167",24,"2.2.back",17,0.933782935976363,-0.0644596523567187
"168",14,"2.2.back",17,0.922296276989461,-0.0752817640605097
"169",16.5,"2.3.front",17,0.892752399841145,-0.102624134103789
"170",21.5,"2.3.front",17,0.898660569173575,-0.097213078251894
"171",11.5,"2.3.front",17,0.886812863408493,-0.108035189955685
"172",19,"2.3.front",17,0.89571037174779,-0.0999186061778417
"173",24,"2.3.front",17,0.901603058201907,-0.0945075503259462
"174",14,"2.3.front",17,0.889786586405596,-0.105329662029737
"175",16.5,"2.3.back",17,0.874282046879906,-0.119356393641237
"176",21.5,"2.3.back",17,0.880289003776316,-0.113945337789342
"177",11.5,"2.3.back",17,0.868241973385398,-0.124767449493132
"178",19,"2.3.back",17,0.877289628023467,-0.116650865715289
"179",24,"2.3.back",17,0.88328024651999,-0.111239809863394
"180",14,"2.3.back",17,0.871266186866992,-0.122061921567185
"181",16.5,"2.4.front",17,0.924430604332513,-0.0732790031469271
"182",21.5,"2.4.front",17,0.930177564311237,-0.0678679472950317
"183",11.5,"2.4.front",17,0.918654991963106,-0.0786900589988226
"184",19,"2.4.front",17,0.927307636997065,-0.0705734752209794
"185",24,"2.4.front",17,0.933040443045695,-0.065162419369084
"186",14,"2.4.front",17,0.92154640876864,-0.0759845310728749
"187",16.5,"2.4.back",17,0.923754429617513,-0.0739138961626816
"188",21.5,"2.4.back",17,0.929504727533318,-0.0685028403107861
"189",11.5,"2.4.back",17,0.917975424831027,-0.079324952014577
"190",19,"2.4.back",17,0.926633137967749,-0.0712083682367339
"191",24,"2.4.back",17,0.93236925526618,-0.0657973123848384
"192",14,"2.4.back",17,0.920868544748856,-0.0766194240886293
"193",16.5,"1.1.front",53,0.932202599020356,-0.0659549001200926
"194",21.5,"1.1.front",53,0.937696598256329,-0.0607480141440032
"195",11.5,"1.1.front",53,0.926682639320833,-0.0711617860961819
"196",19,"1.1.front",53,0.934952818894198,-0.0633514571320479
"197",24,"1.1.front",53,0.94043398591524,-0.0581445711559585
"198",14,"1.1.front",53,0.929445889192098,-0.0685583431081373
"199",16.5,"1.1.back",53,0.898621246048553,-0.0972491868590958
"200",21.5,"1.1.back",53,0.904277567319859,-0.0920423008830064
"201",11.5,"1.1.back",53,0.892936370082171,-0.102456072835185
"202",19,"1.1.back",53,0.901452946886638,-0.0946457438710511
"203",24,"1.1.back",53,0.907095164619475,-0.0894388578949618
"204",14,"1.1.back",53,0.895782406739356,-0.0998526298471405
"205",16.5,"1.2.front",53,0.92154019801709,-0.0759903498060134
"206",21.5,"1.2.front",53,0.927084592180806,-0.070783463829924
"207",11.5,"1.2.front",53,0.91596905639432,-0.0811972357821028
"208",19,"1.2.front",53,0.924315712445057,-0.0733869068179687
"209",24,"1.2.front",53,0.929846888542707,-0.0681800208418794
"210",14,"1.2.front",53,0.918757996897752,-0.0785937927940581
"211",16.5,"1.2.back",53,0.910856642179178,-0.0859532056680164
"212",21.5,"1.2.back",53,0.916452585502113,-0.080746319691927
"213",11.5,"1.2.back",53,0.905233129300093,-0.0911600916441058
"214",19,"1.2.back",53,0.913658032579331,-0.0833497626799717
"215",24,"1.2.back",53,0.919240354941344,-0.0781428767038823
"216",14,"1.2.back",53,0.908048359576363,-0.0885566486560611
"217",16.5,"1.3.front",53,0.930716971322864,-0.0673586947039311
"218",21.5,"1.3.front",53,0.936217930469259,-0.0621518087278418
"219",11.5,"1.3.front",53,0.925189943998018,-0.0725655806800205
"220",19,"1.3.front",53,0.933470684442079,-0.0647552517158865
"221",24,"1.3.front",53,0.938958758553434,-0.0595483657397971
"222",14,"1.3.front",53,0.927956741322111,-0.0699621376919758
"223",16.5,"1.3.back",53,0.890844552586123,-0.104365369312302
"224",21.5,"1.3.back",53,0.896540017341034,-0.0991584833362131
"225",11.5,"1.3.back",53,0.885119881489852,-0.109572255288392
"226",19,"1.3.back",53,0.893695905489203,-0.101761926324258
"227",24,"1.3.back",53,0.899376947623157,-0.0965550403481684
"228",14,"1.3.back",53,0.887985898311567,-0.106968812300347
"229",16.5,"1.4.front",53,0.914922311110727,-0.0821727297403864
"230",21.5,"1.4.front",53,0.920498510648246,-0.0769658437642971
"231",11.5,"1.4.front",53,0.909318858941334,-0.0873796157164758
"232",19,"1.4.front",53,0.917713790533997,-0.0795692867523417
"233",24,"1.4.front",53,0.923276524409436,-0.0743624007762524
"234",14,"1.4.front",53,0.912124018710796,-0.0847761727284311
"235",16.5,"1.4.back",53,0.890047347147994,-0.105092074237244
"236",21.5,"1.4.back",53,0.895746859037066,-0.0998851882611545
"237",11.5,"1.4.back",53,0.884318560955562,-0.110298960213333
"238",19,"1.4.back",53,0.892900731994269,-0.102488631249199
"239",24,"1.4.back",53,0.898585787990366,-0.0972817452731098
"240",14,"1.4.back",53,0.88718664394093,-0.107695517225289
"241",16.5,"2.1.front",53,0.915552902485463,-0.0815851689320965
"242",21.5,"2.1.front",53,0.921126053745091,-0.0763782829560071
"243",11.5,"2.1.front",53,0.909952547296716,-0.0867920549081858
"244",19,"2.1.front",53,0.918342851763223,-0.0789817259440518
"245",24,"2.1.front",53,0.923902561228254,-0.0737748399679624
"246",14,"2.1.front",53,0.912756152405958,-0.0841886119201411
"247",16.5,"2.1.back",53,0.881033309814776,-0.113272810191565
"248",21.5,"2.1.back",53,0.88677903680518,-0.108065924215476
"249",11.5,"2.1.back",53,0.875257524596395,-0.118479696167655
"250",19,"2.1.back",53,0.883909898814357,-0.110669367203521
"251",24,"2.1.back",53,0.889640786208572,-0.105462481227431
"252",14,"2.1.back",53,0.878149206487244,-0.11587625317961
"253",16.5,"2.2.front",53,0.892841033340326,-0.102543168706274
"254",21.5,"2.2.front",53,0.898526390939442,-0.0973362827301846
"255",11.5,"2.2.front",53,0.887126638644177,-0.107750054682363
"256",19,"2.2.front",53,0.895687311805815,-0.0999397257182292
"257",24,"2.2.front",53,0.901358329645477,-0.0947328397421399
"258",14,"2.2.front",53,0.889987495811499,-0.105146611694319
"259",16.5,"2.2.back",53,0.912956640321678,-0.0840021929234769
"260",21.5,"2.2.back",53,0.918542366006415,-0.0787953069473875
"261",11.5,"2.2.back",53,0.90734350941216,-0.0892090788995663
"262",19,"2.2.back",53,0.91575290163736,-0.0813987499354322
"263",24,"2.2.back",53,0.921325086883507,-0.0761918639593429
"264",14,"2.2.back",53,0.910153527883538,-0.0866056359115216
"265",16.5,"2.3.front",53,0.881344166788115,-0.112991796981371
"266",21.5,"2.3.front",53,0.887088285984581,-0.107784911005281
"267",11.5,"2.3.front",53,0.875570016879247,-0.11819868295746
"268",19,"2.3.front",53,0.884219948500424,-0.110388353993326
"269",24,"2.3.front",53,0.889949241566073,-0.105181468017237
"270",14,"2.3.front",53,0.878460877626249,-0.115595239969415
"271",16.5,"2.3.back",53,0.870745142106021,-0.122528594901143
"272",21.5,"2.3.back",53,0.876544657744005,-0.117321708925054
"273",11.5,"2.3.back",53,0.864914637520867,-0.127735480877232
"274",19,"2.3.back",53,0.873648740088788,-0.119925151913098
"275",24,"2.3.back",53,0.879432960769401,-0.114718265937009
"276",14,"2.3.back",53,0.867833797132785,-0.125132037889188
"277",16.5,"2.4.front",53,0.913640499606041,-0.0833660766031266
"278",21.5,"2.4.front",53,0.91922290698543,-0.0781591906270372
"279",11.5,"2.4.front",53,0.908030740223079,-0.088572962579216
"280",19,"2.4.front",53,0.916435095205557,-0.0807626336150819
"281",24,"2.4.front",53,0.922003988226176,-0.0755557476389925
"282",14,"2.4.front",53,0.91083906618852,-0.0859695195911713
"283",16.5,"2.4.back",53,0.906271814315873,-0.0902002969728964
"284",21.5,"2.4.back",53,0.911890212017616,-0.084993410996807
"285",11.5,"2.4.back",53,0.900625483506634,-0.0954071829489858
"286",19,"2.4.back",53,0.90908447673461,-0.0875968539848517
"287",24,"2.4.back",53,0.914689075359189,-0.0823899680087624
"288",14,"2.4.back",53,0.903452168812555,-0.0928037399609411
"289",16.5,"1.1.front",77,0.923601530372894,-0.0740574092368353
"290",21.5,"1.1.front",77,0.928991756696716,-0.0689866365112833
"291",11.5,"1.1.front",77,0.918186083485635,-0.0791281819623873
"292",19,"1.1.front",77,0.926299772244801,-0.0715220228740593
"293",24,"1.1.front",77,0.93167753069143,-0.0664512501485073
"294",14,"1.1.front",77,0.920896983513946,-0.0765927955996113
"295",16.5,"1.1.back",77,0.894241478855072,-0.101263031100884
"296",21.5,"1.1.back",77,0.899771698591251,-0.0961922583753316
"297",11.5,"1.1.back",77,0.888683832175798,-0.106333803826436
"298",19,"1.1.back",77,0.897009989596667,-0.0987276447381076
"299",24,"1.1.back",77,0.90252665990243,-0.0936568720125556
"300",14,"1.1.back",77,0.891466111565584,-0.10379841746366
"301",16.5,"1.2.front",77,0.911865233469759,-0.0850166168429089
"302",21.5,"1.2.front",77,0.917310455296242,-0.0799458441173569
"303",11.5,"1.2.front",77,0.906393939701775,-0.0900873895684609
"304",19,"1.2.front",77,0.914591078137926,-0.0824812304801329
"305",24,"1.2.front",77,0.920023414599954,-0.077410457754581
"306",14,"1.2.front",77,0.90913287098271,-0.0875520032056849
"307",16.5,"1.2.back",77,0.903400166158792,-0.0928516943922458
"308",21.5,"1.2.back",77,0.908885845114656,-0.0877809216666938
"309",11.5,"1.2.back",77,0.8978877762864,-0.0979224671177977
"310",19,"1.2.back",77,0.906146318209199,-0.0903163080294698
"311",24,"1.2.back",77,0.911618798590518,-0.0852455353039178
"312",14,"1.2.back",77,0.900647336555645,-0.0953870807550218
"313",16.5,"1.3.front",77,0.918501546674146,-0.0788334497057337
"314",21.5,"1.3.front",77,0.923915517124507,-0.0737626769801818
"315",11.5,"1.3.front",77,0.913061990499973,-0.0839042224312857
"316",19,"1.3.front",77,0.921211705667488,-0.0762980633429578
"317",24,"1.3.front",77,0.926613029155426,-0.0712272906174058
"318",14,"1.3.front",77,0.915784991409034,-0.0813688360685097
"319",16.5,"1.3.back",77,0.886371732313793,-0.108435920496391
"320",21.5,"1.3.back",77,0.891940879492154,-0.103365147770839
"321",11.5,"1.3.back",77,0.88077452152252,-0.113506693221943
"322",19,"1.3.back",77,0.889159785272822,-0.105900534133615
"323",24,"1.3.back",77,0.89471507115835,-0.100829761408063
"324",14,"1.3.back",77,0.883576663649987,-0.110971306859167
"325",16.5,"1.4.front",77,0.90567290867684,-0.0907538216617862
"326",21.5,"1.4.front",77,0.911147659268891,-0.0856830489362342
"327",11.5,"1.4.front",77,0.900171620834938,-0.0958245943873382
"328",19,"1.4.front",77,0.908413575125302,-0.0882184352990102
"329",24,"1.4.front",77,0.913875212259726,-0.0831476625734583
"330",14,"1.4.front",77,0.902925608089585,-0.0932892080245622
"331",16.5,"1.4.back",77,0.879717178465998,-0.114461710026575
"332",21.5,"1.4.back",77,0.885319726369507,-0.109390937301023
"333",11.5,"1.4.back",77,0.874086012504986,-0.119532482752127
"334",19,"1.4.back",77,0.882522000132261,-0.111926323663799
"335",24,"1.4.back",77,0.88811041523967,-0.106855550938247
"336",14,"1.4.back",77,0.876905202493291,-0.116997096389351
"337",16.5,"2.1.front",77,0.911082448013817,-0.0857435917786675
"338",21.5,"2.1.front",77,0.916531382862467,-0.0806728190531156
"339",11.5,"2.1.front",77,0.905607383030148,-0.0908143645042195
"340",19,"2.1.front",77,0.913810156371966,-0.0832082054158915
"341",24,"2.1.front",77,0.919246177326799,-0.0781374326903396
"342",14,"2.1.front",77,0.908348207289296,-0.0882789781414435
"343",16.5,"2.1.back",77,0.876432899414029,-0.117422307691538
"344",21.5,"2.1.back",77,0.88205209845206,-0.112351534965986
"345",11.5,"2.1.back",77,0.870784803076497,-0.12249308041709
"346",19,"2.1.back",77,0.87924608106395,-0.114886921328762
"347",24,"2.1.back",77,0.884851010594132,-0.10981614860321
"348",14,"2.1.back",77,0.873612493652036,-0.119957694054314
"349",16.5,"2.2.front",77,0.888577378332268,-0.106430685571535
"350",21.5,"2.2.front",77,0.894135553346068,-0.101359912845983
"351",11.5,"2.2.front",77,0.882991320191724,-0.111501458297087
"352",19,"2.2.front",77,0.891359922958248,-0.103895299208759
"353",24,"2.2.front",77,0.896904325077138,-0.0988245264832066
"354",14,"2.2.front",77,0.885787863120022,-0.108966071934311
"355",16.5,"2.2.back",77,0.904735625937775,-0.0916194974494202
"356",21.5,"2.2.back",77,0.910214877471025,-0.0865487247238683
"357",11.5,"2.2.back",77,0.899229765724321,-0.0966902701749722
"358",19,"2.2.back",77,0.907478551667209,-0.0890841110866442
"359",24,"2.2.back",77,0.912944654732707,-0.0840133383610923
"360",14,"2.2.back",77,0.901986048213076,-0.0941548838121962
"361",16.5,"2.3.front",77,0.873672775537705,-0.119903572233092
"362",21.5,"2.3.front",77,0.879306054553918,-0.11483279950754
"363",11.5,"2.3.front",77,0.868010361618411,-0.124974344958644
"364",19,"2.3.front",77,0.876493026458633,-0.117368185870316
"365",24,"2.3.front",77,0.882111919655836,-0.112297413144764
"366",14,"2.3.front",77,0.870845241108008,-0.122438958595868
"367",16.5,"2.3.back",77,0.868380823299292,-0.12464339574108
"368",21.5,"2.3.back",77,0.874041320723257,-0.119572623015528
"369",11.5,"2.3.back",77,0.862690727791053,-0.129714168466632
"370",19,"2.3.back",77,0.871214740499089,-0.122108009378304
"371",24,"2.3.back",77,0.876860625408635,-0.117037236652752
"372",14,"2.3.back",77,0.865539506803746,-0.127178782103856
"373",16.5,"2.4.front",77,0.906390259420729,-0.0900907922405929
"374",21.5,"2.4.front",77,0.911861570820551,-0.0850200195150409
"375",11.5,"2.4.front",77,0.900892465261052,-0.0951615649661449
"376",19,"2.4.front",77,0.909129199552016,-0.0875554058778169
"377",24,"2.4.front",77,0.914587424202242,-0.0824846331522649
"378",14,"2.4.front",77,0.903644698772298,-0.0926261786033689
"379",16.5,"2.4.back",77,0.894465728315188,-0.10105789751304
"380",21.5,"2.4.back",77,0.899994847763174,-0.0959871247874876
"381",11.5,"2.4.back",77,0.888909199771637,-0.106128670238592
"382",19,"2.4.back",77,0.897233686711979,-0.0985225111502636
"383",24,"2.4.back",77,0.902749265473339,-0.0934517384247116
"384",14,"2.4.back",77,0.891690917832095,-0.103593283875816
"385",16.5,"1.1.front",101,0.914936064449881,-0.082159918353578
"386",21.5,"1.1.front",101,0.920221334213525,-0.0772252588785635
"387",11.5,"1.1.front",101,0.909626318250536,-0.0870945778285926
"388",19,"1.1.front",101,0.917581735965376,-0.0796925886160708
"389",24,"1.1.front",101,0.922854904315036,-0.0747579291410562
"390",14,"1.1.front",101,0.912284273971708,-0.0846272480910853
"391",16.5,"1.1.back",101,0.889844526871963,-0.105276875342671
"392",21.5,"1.1.back",101,0.895247751453587,-0.100342215867657
"393",11.5,"1.1.back",101,0.884414993551452,-0.110211534817686
"394",19,"1.1.back",101,0.892549401859592,-0.102809545605164
"395",24,"1.1.back",101,0.897939626589336,-0.0978748861301495
"396",14,"1.1.back",101,0.88713307487334,-0.107744205080179
"397",16.5,"1.2.front",101,0.902107651142989,-0.0940428838798044
"398",21.5,"1.2.front",101,0.90745249567132,-0.0891082244047899
"399",11.5,"1.2.front",101,0.896737416286838,-0.098977543354819
"400",19,"1.2.front",101,0.904783222812134,-0.0915755541422971
"401",24,"1.2.front",101,0.910115517706095,-0.0866408946672826
"402",14,"1.2.front",101,0.8994257320515,-0.0965102136173117
"403",16.5,"1.2.back",101,0.895894252077169,-0.0997501831164751
"404",21.5,"1.2.back",101,0.901268498048175,-0.0948155236414605
"405",11.5,"1.2.back",101,0.890494156094192,-0.10468484259149
"406",19,"1.2.back",101,0.898584581177232,-0.0972828533789678
"407",24,"1.2.back",101,0.903946052143181,-0.0923481939039533
"408",14,"1.2.back",101,0.893197460640702,-0.102217512853982
"409",16.5,"1.3.front",101,0.906155084508304,-0.0903082047075364
"410",21.5,"1.3.front",101,0.911480970400968,-0.0853735452325218
"411",11.5,"1.3.front",101,0.900804101656657,-0.0952428641825509
"412",19,"1.3.front",101,0.90882114066289,-0.0878408749700291
"413",24,"1.3.front",101,0.914134620780737,-0.0829062154950145
"414",14,"1.3.front",101,0.903482754269219,-0.0927755344450436
"415",16.5,"1.3.back",101,0.881880827982869,-0.11250647168048
"416",21.5,"1.3.back",101,0.88732273942879,-0.107571812205465
"417",11.5,"1.3.back",101,0.876411986573572,-0.117441131155495
"418",19,"1.3.back",101,0.884605123013759,-0.110039141942973
"419",24,"1.3.back",101,0.890033730198481,-0.105104482467958
"420",14,"1.3.back",101,0.879149800644807,-0.114973801417987
"421",16.5,"1.4.front",101,0.896347504949175,-0.099334913583186
"422",21.5,"1.4.front",101,0.901719593861347,-0.0944002541081714
